AccessionVersion	TaxSuperkingdom	TaxPhylum	TaxClass	TaxOrder	TaxFamily	TaxGenus	TaxSpecies	Topology	MOB_60	MPF	PFinder_80	CARD_80	Filtered	Size	PTU_Curated	HRange_Curated	CComp	BlockCC_old	BlockCC4_old	sHSBM_old	PTU_sHSBM_old	BlockCC	BlockCC4	sHSBM	PTU_sHSBM	HRange
NZ_CP020844.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	circular	MOBP	-	IncL/M(pOXA-48)	OXA-48;OXA-48	No	74177	PTU-L/M	IV	1	1_0_5_5_6_17_11_47_3_116_459_0	1_0_5_5_6_17_11_47_3_116_459_0	1_0_5_5_6_17_11_47_3_116_459_0	PTU-L/M	0_4_6_5_7_10_24_20_840_0	0_4_6_5_7_10_24_20_840_0	0_4_6_5_7_10_24_20_840_0	PTU-L/M	IV
NZ_CP020845.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	circular	-	-	-	-	No	9510	-	-	1	1_0_5_5_6_17_11_47_3_112_513_5	-	-	-	0_4_6_5_17_21_17_39_108_7	-	-	-	-
NZ_CP020846.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	circular	-	-	-	-	No	12540	-	-	1	1_0_5_5_6_20_16_31_62_34_51_2	-	-	-	0_4_6_5_7_10_39_93_414_1	-	-	-	-
NZ_KX276209.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	circular	MOBF	typeT	IncN	KPC-1	No	54609	PTU-N1	III	1	1_0_5_5_6_17_11_47_55_37_88_0	1_0_5_5_6_17_11_47_55_37_88_0	1_0_5_5_6_17_11_47_55_0_87_0	PTU-N1	0_4_6_5_7_10_65_2_162_0	0_4_6_5_7_10_65_2_162_0	0_4_6_5_7_10_65_2_134_0	PTU-N1	IV
NZ_KX397572.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	circular	-	-	IncN	KPC-1	No	55902	PTU-N1	III	1	1_0_5_5_6_17_11_47_55_37_88_0	1_0_5_5_6_17_11_47_55_37_88_0	1_0_5_5_6_17_11_47_55_0_87_0	PTU-N1	0_4_6_5_7_10_65_2_162_0	0_4_6_5_7_10_65_2_162_0	0_4_6_5_7_10_65_2_134_0	PTU-N1	IV
NZ_KX062091.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	circular	MOBF	typeT	IncN	KPC-1	No	52536	PTU-N1	III	1	1_0_5_5_6_17_11_47_55_37_88_0	1_0_5_5_6_17_11_47_55_37_88_0	1_0_5_5_6_17_11_47_55_0_87_0	PTU-N1	0_4_6_5_7_10_65_2_162_0	0_4_6_5_7_10_65_2_162_0	0_4_6_5_7_10_65_2_134_0	PTU-N1	IV
NZ_CP021360.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. NA2	circular	-	-	-	-	No	71051	-	-	3280	-	-	-	-	0_5_1_6_5_25_42_32_195_18	-	-	-	-
NZ_KX118608.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	circular	MOBP	typeI	IncL/M(pMU407)	AAC(6')-Ib9;ANT(3'')-IIa;CTX-M-8;OXA-9;TEM-181;TEM-181;qnrE1	No	68582	PTU-L/M	-	1	1_0_5_5_6_17_11_47_3_116_459_0	1_0_5_5_6_17_11_47_3_116_459_0	1_0_5_5_6_17_11_47_3_116_459_0	PTU-L/M	0_4_6_5_7_10_24_20_840_0	0_4_6_5_7_10_24_20_840_0	0_4_6_5_7_10_24_20_840_0	PTU-L/M	IV
NZ_KX154765.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	circular	MOBF	typeT	IncN	KPC-1	No	50800	PTU-N1	III	1	1_0_5_5_6_17_11_47_55_37_88_0	1_0_5_5_6_17_11_47_55_37_88_0	1_0_5_5_6_17_11_47_55_0_87_0	PTU-N1	0_4_6_5_7_10_65_2_162_0	0_4_6_5_7_10_65_2_162_0	0_4_6_5_7_10_65_2_134_0	PTU-N1	IV
NZ_CP021367.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. P4	circular	-	-	-	-	No	269150	-	-	3280	-	-	-	-	0_5_1_6_5_25_42_32_195_18	-	-	-	-
NZ_CP021368.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. P4	circular	MOBP	-	-	-	No	163888	-	-	3281	-	-	-	-	0_5_1_6_0_30_3_155_352_19	-	-	-	-
NZ_CP021369.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. P4	circular	MOBP	-	-	-	No	114839	-	-	3282	-	-	-	-	0_5_1_11_2_27_0_38_662_16	-	-	-	-
NZ_CP021370.1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. P4	circular	MOBF	-	-	-	No	79638	PTU-Bur1	IV	1586	1_5_0_4_4_9_28_14_25_145_118_1	1_5_0_4_4_9_28_14_25_145_118_1	1_5_0_4_4_9_28_14_25_145_118_1	PTU-Bur1	0_5_1_11_2_20_1_129_193_1	0_5_1_11_2_20_1_129_193_1	0_5_1_11_2_20_1_129_193_1	PTU-Bur1	IV
NC_012752.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Hamiltonella	Candidatus Hamiltonella defensa	circular	MOBP	typeI	-	-	No	59032	-	-	3283	-	-	-	-	0_4_5_3_16_14_44_133_578_13	-	-	-	-
NC_011603.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	MOBF	-	IncFIB(pB171);IncFII(pCoo)	-	No	97978	-	-	1	1_0_5_9_11_21_13_28_8_171_253_0	1_0_5_9_11_21_13_28_8_171_253_0	1_0_5_9_11_21_13_28_8_171_253_0	PTU-253_0	0_4_6_5_14_26_40_101_358_0	0_4_6_5_14_26_40_101_358_0	0_4_6_5_14_26_40_101_358_0	PTU-E72	I
NC_011602.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	-	-	-	APH(3'')-Ib;APH(6)-Id;sul2	Yes	6147	-	-	-	-	-	-	-	-	-	-	-	-
NC_006873.1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	circular	MOBP	typeB	-	-	No	36560	-	-	3284	-	-	-	-	0_5_1_11_2_20_1_129_276_24	-	-	-	-
NC_016835.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	Rahnella aquatilis	circular	-	-	-	-	No	463906	-	-	1788	-	-	-	-	0_5_1_6_5_25_8_63_73_6	-	-	-	-
NC_016819.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	Rahnella aquatilis	circular	-	-	-	-	No	115487	-	-	3285	-	-	-	-	0_5_1_6_5_25_8_171_373_18	-	-	-	-
NC_017092.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	Rahnella aquatilis	linear	-	-	-	AAC(6')-Ib8	No	8406	-	-	192	-	-	-	-	0_4_5_9_15_15_11_23_621_1	-	-	-	-
NC_013855.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	circular	-	-	-	-	No	1455109	-	-	3286	-	-	-	-	0_5_1_11_11_13_48_26_368_17	-	-	-	-
NC_013856.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	circular	-	-	-	-	No	723779	-	-	3287	-	-	-	-	0_4_5_9_4_18_27_135_791_16	-	-	-	-
NC_013857.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	circular	-	-	-	-	No	681723	-	-	3288	-	-	-	-	0_5_1_11_2_20_37_118_728_15	-	-	-	-
NC_013858.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	circular	-	-	-	-	No	628837	-	-	3289	-	-	-	-	0_5_1_6_5_25_5_137_650_13	-	-	-	-
NC_013859.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	circular	MOBP	-	-	-	No	537299	-	-	3290	-	-	-	-	0_4_5_3_16_14_15_127_36_14	-	-	-	-
NC_013860.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	circular	-	-	-	-	No	261596	-	-	3291	-	-	-	-	0_4_5_3_10_16_63_13_548_20	-	-	-	-
NC_008382.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	circular	MOBP;MOBQ	-	-	-	No	151564	-	-	3292	-	-	-	-	0_5_1_11_2_27_19_104_729_14	-	-	-	-
NC_008383.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	circular	MOBQ	typeT	-	-	No	147463	-	-	3293	-	-	-	-	0_4_5_3_10_16_18_59_441_12	-	-	-	-
NC_008379.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	circular	-	-	-	-	No	352782	PTU-Rhi12	I	1348	1_5_6_3_10_0_12_2_10_68_447_0	1_5_6_3_10_0_12_2_10_68_447_0	1_5_6_3_10_0_12_2_10_68_447_0	PTU-Rhi12	0_4_5_3_16_14_33_7_598_0	0_4_5_3_16_14_33_7_598_0	0_4_5_3_16_14_33_7_598_0	PTU-Rhi12	II
NC_008381.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	circular	MOBQ	-	-	-	No	488135	-	-	1348	1_5_6_3_10_0_12_2_10_68_368_0	1_5_6_3_10_0_12_2_10_68_368_0	1_5_6_3_10_0_12_2_10_68_368_0	PTU-368_0	0_4_5_3_16_14_33_7_608_0	0_4_5_3_16_14_33_7_608_0	0_4_5_3_16_14_33_7_608_0	PTU-Rhi13	II
NC_008384.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	circular	MOBQ	-	-	-	No	684202	PTU-Rhi5	II	1348	1_5_6_3_10_0_12_2_10_53_394_0	1_5_6_3_10_0_12_2_10_53_394_0	1_5_6_3_10_0_12_2_10_53_394_0	PTU-Rhi5_1	0_4_5_3_16_14_33_170_109_0	0_4_5_3_16_14_33_170_109_0	0_4_5_3_16_14_33_170_109_0	PTU-Rhi18	I
NC_008378.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	circular	MOBQ	-	-	-	No	870021	PTU-Rhi6	I	1381	1_0_5_9_7_3_9_7_51_189_319_1	1_0_5_9_7_3_9_7_51_189_319_1	1_0_5_9_7_3_9_7_51_189_319_1	PTU-Rhi6	0_5_1_11_2_20_1_129_193_0	0_5_1_11_2_20_1_129_193_0	0_5_1_11_2_20_1_129_193_0	PTU-Rhi6	I
NC_007491.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis	linear	-	-	-	-	No	271577	-	-	3294	-	-	-	-	0_4_5_3_16_24_7_143_547_21	-	-	-	-
NC_007486.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis	circular	MOBF	-	-	-	No	104014	-	-	3295	-	-	-	-	0_5_1_6_5_25_5_132_157_8	-	-	-	-
NC_007487.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis	circular	-	-	-	-	No	3637	-	-	3296	-	-	-	-	0_4_5_9_15_15_10_71_348_15	-	-	-	-
NC_010555.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis	circular	MOBP	typeT	IncX8	-	No	36289	-	-	1	1_0_5_9_11_2_30_3_21_4_346_5	-	-	-	0_4_6_5_7_10_39_93_415_10	-	-	-	-
NC_010399.1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter sepedonicus	circular	MOBC	-	-	-	No	50350	-	-	3297	-	-	-	-	0_5_1_11_2_27_54_96_56_11	-	-	-	-
NC_010408.1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter sepedonicus	circular	-	-	-	-	No	94791	-	-	3298	-	-	-	-	0_5_1_6_5_25_5_137_724_10	-	-	-	-
NZ_CP005681.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	11040	-	-	37	0_2_1_7_8_14_20_36_43_115_280_4	-	-	-	0_5_1_6_0_31_21_168_504_0	0_5_1_6_0_31_21_168_504_0	0_5_1_6_0_31_21_168_504_0	NAS_42	II
NZ_CP005682.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	15002	-	-	37	0_2_1_7_8_14_20_36_33_24_495_0	0_2_1_7_8_14_20_36_33_24_495_0	0_2_1_7_8_14_20_36_33_24_495_0	PTU-495_0	0_5_1_6_0_31_12_154_542_1	0_5_1_6_0_31_12_154_542_1	0_5_1_6_0_31_12_154_542_1	NAS_28	I
NZ_CP005683.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	2705	-	-	37	0_2_1_7_8_14_20_10_23_126_467_1	-	-	-	0_5_1_6_0_31_21_172_594_2	-	-	-	-
NZ_CP005684.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	35663	-	-	37	0_2_1_7_8_14_20_36_14_74_141_7	-	-	-	0_5_1_6_0_31_12_169_599_1	-	-	-	-
NZ_CP005685.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	24267	-	-	37	0_2_1_7_8_14_20_36_33_138_203_4	-	-	-	0_5_1_6_0_31_12_144_496_2	-	-	-	-
NZ_CP005686.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	2808	-	-	37	0_2_1_7_8_14_20_10_23_126_393_1	-	-	-	0_5_1_6_0_31_21_172_594_0	-	-	-	-
NZ_CP005687.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	13632	-	-	37	0_2_1_7_8_14_20_36_33_138_349_0	0_2_1_7_8_14_20_36_33_138_349_0	0_2_1_7_8_14_20_36_33_138_349_0	PTU-349_0	0_5_1_6_0_31_12_144_497_0	0_5_1_6_0_31_12_144_497_0	0_5_1_6_0_31_12_144_497_0	NAS_23	I
NZ_CP005688.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	30302	-	-	37	0_2_1_7_8_14_20_36_33_5_226_0	0_2_1_7_8_14_20_36_33_5_226_0	0_2_1_7_8_14_20_36_33_5_226_0	PTU-226_0	0_5_1_6_0_31_12_169_495_1	0_5_1_6_0_31_12_169_495_1	0_5_1_6_0_31_12_169_495_1	NAS_30	II
NZ_CP005689.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	2220	-	-	37	0_2_1_7_8_14_20_10_23_36_403_0	0_2_1_7_8_14_20_10_23_36_403_0	0_2_1_7_8_14_20_10_23_36_403_0	PTU-403_0	0_5_1_6_0_31_21_172_563_1	-	-	-	-
NZ_CP005690.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	152359	-	-	37	0_2_1_7_8_14_20_36_43_161_231_0	0_2_1_7_8_14_20_36_43_161_231_0	0_2_1_7_8_14_20_36_43_161_231_0	PTU-231_0	0_5_1_6_0_31_56_83_388_0	0_5_1_6_0_31_56_83_388_0	0_5_1_6_0_31_56_83_388_0	NAS_49	I
NZ_CP005691.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	5377	-	-	1373	1_5_0_4_4_9_28_9_83_130_387_0	1_5_0_4_4_9_28_9_83_130_387_0	1_5_0_4_4_9_28_9_83_130_387_0	PTU-387_0	0_5_1_11_2_27_0_38_183_0	0_5_1_11_2_27_0_38_183_0	0_5_1_11_2_27_0_38_183_0	NAS_7	II
NZ_CP005692.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	16448	-	-	37	0_2_1_7_8_14_20_36_14_74_141_2	-	-	-	0_5_1_6_0_31_12_169_599_5	-	-	-	-
NZ_CP005693.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	22892	-	-	37	0_2_1_7_8_14_20_36_43_161_231_0	0_2_1_7_8_14_20_36_43_161_231_0	0_2_1_7_8_14_20_36_43_161_231_0	PTU-231_0	0_5_1_6_0_31_56_83_388_0	0_5_1_6_0_31_56_83_388_0	0_5_1_6_0_31_56_83_388_0	NAS_49	I
NZ_CP005694.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	6523	-	-	37	0_2_1_7_8_14_20_36_2_16_353_1	0_2_1_7_8_14_20_36_2_16_353_1	0_2_1_7_8_14_20_36_2_16_353_1	PTU-353_1	0_5_1_6_0_31_12_169_599_6	-	-	-	-
NZ_CP005695.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	8514	-	-	37	0_2_1_7_8_14_20_36_33_76_150_9	-	-	-	0_5_1_6_0_31_12_154_520_1	-	-	-	-
NZ_CP005696.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	2616	-	-	37	0_2_1_7_8_14_20_36_33_24_495_0	0_2_1_7_8_14_20_36_33_24_495_0	0_2_1_7_8_14_20_36_33_24_495_0	PTU-495_0	0_5_1_6_0_31_12_154_542_1	0_5_1_6_0_31_12_154_542_1	0_5_1_6_0_31_12_154_542_1	NAS_28	I
NZ_CP005697.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	5967	-	-	37	0_2_1_7_8_14_20_36_33_76_150_4	-	-	-	0_5_1_6_0_31_12_154_520_3	-	-	-	-
NZ_CP005698.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	3124	-	-	37	0_2_1_7_8_14_20_36_43_161_231_0	0_2_1_7_8_14_20_36_43_161_231_0	0_2_1_7_8_14_20_36_43_161_231_0	PTU-231_0	0_5_1_6_0_31_56_83_388_0	0_5_1_6_0_31_56_83_388_0	0_5_1_6_0_31_56_83_388_0	NAS_49	I
NZ_CP005699.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	2699	-	-	37	0_2_1_7_8_14_20_36_14_2_164_1	0_2_1_7_8_14_20_36_14_2_164_1	0_2_1_7_8_14_20_36_14_2_164_1	PTU-164_1	0_5_1_6_0_31_21_131_499_0	0_5_1_6_0_31_21_131_499_0	0_5_1_6_0_31_21_131_499_0	NAS_39	II
NZ_CP005700.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	5711	-	-	37	0_2_1_7_8_14_20_36_33_5_516_2	-	-	-	0_5_1_6_0_31_12_169_599_14	-	-	-	-
NZ_CP005701.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	4099	-	-	37	0_2_1_7_8_14_20_36_14_74_141_8	-	-	-	0_5_1_6_0_31_12_169_599_15	-	-	-	-
NZ_CP005702.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	2386	-	-	37	0_2_1_7_8_14_20_10_23_36_329_0	-	-	-	0_5_1_6_0_31_21_172_593_0	-	-	-	-
NZ_CP005703.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	4693	-	-	37	0_2_1_7_8_14_20_36_43_1_552_0	0_2_1_7_8_14_20_36_43_1_552_0	0_2_1_7_8_14_20_36_43_1_478_0	PTU-478_0	0_5_1_6_0_31_21_168_504_0	0_5_1_6_0_31_21_168_504_0	0_5_1_6_0_31_21_168_504_0	NAS_42	II
NZ_CP005704.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	13172	-	-	37	0_2_1_7_8_14_20_36_43_172_307_5	-	-	-	0_5_1_6_0_31_12_169_599_4	-	-	-	-
NZ_CP005705.1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia hermsii	linear	-	-	-	-	No	4542	-	-	37	0_2_1_7_8_14_20_36_33_138_429_2	-	-	-	0_5_1_6_0_31_12_144_363_2	-	-	-	-
NC_020053.1	Bacteria	Cyanobacteria	-	Synechococcales	Chamaesiphonaceae	Chamaesiphon	Chamaesiphon minutus	linear	MOBF;MOBP	-	-	AAC(6')-IIa	No	446651	-	-	3299	-	-	-	-	0_4_5_3_10_16_60_179_99_15	-	-	-	-
NC_019698.1	Bacteria	Cyanobacteria	-	Synechococcales	Chamaesiphonaceae	Chamaesiphon	Chamaesiphon minutus	circular	MOBP	-	-	-	No	31019	-	-	3300	-	-	-	-	0_5_1_11_2_20_69_140_742_14	-	-	-	-
NZ_CP021180.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	circular	MOBF	-	Col156;IncFIA;IncFIB(AP001918);IncFII(pRSB107)	AAC(6')-Ib7;APH(3'')-Ib;APH(6)-Id;CTX-M-27;aadA5;dfrA17;mphA;qacEdelta1;sul1;sul2;tet(A)	No	135720	PTU-FE	III	1	1_0_5_9_11_21_13_19_36_50_494_0	1_0_5_9_11_21_13_19_36_50_494_0	1_0_5_9_11_21_13_19_36_124_115_0	PTU-FE	0_4_6_5_14_7_13_162_123_0	0_4_6_5_14_7_13_162_123_0	0_4_6_5_14_7_13_158_138_0	PTU-FE	III
NZ_CP021170.1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus bovis	circular	-	-	-	-	No	162922	-	-	3301	-	-	-	-	0_4_5_9_15_15_11_175_285_19	-	-	-	-
NZ_CP020810.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium dioxanotrophicus	circular	MOBF	-	-	-	No	155598	-	-	3302	-	-	-	-	0_5_1_11_11_23_4_145_167_20	-	-	-	-
NZ_CP020811.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium dioxanotrophicus	circular	MOBF	-	-	-	No	152685	-	-	3303	-	-	-	-	0_4_6_5_17_9_2_41_763_12	-	-	-	-
NZ_CP020812.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium dioxanotrophicus	linear	-	-	-	-	No	106337	-	-	3304	-	-	-	-	0_4_5_9_15_15_66_188_525_15	-	-	-	-
NZ_CP020813.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium dioxanotrophicus	linear	-	-	-	-	No	69875	-	-	3102	-	-	-	-	0_4_5_9_4_18_27_135_89_4	-	-	-	-
NZ_LT604075.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus salivarius	linear	-	-	-	-	No	244638	PTU-Lab30	I	904	1_5_6_10_3_16_25_41_57_113_126_0	1_5_6_10_3_16_25_41_57_113_126_0	1_5_6_10_3_16_25_41_57_113_126_0	PTU-Lab30	0_4_5_3_16_14_44_157_607_1	0_4_5_3_16_14_44_157_607_1	0_4_5_3_16_14_44_157_607_1	PTU-Lab30	I
NZ_CP021078.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter braakii	circular	MOBP	-	IncP1	MCR-1	No	44155	-	-	1	1_0_5_9_11_2_27_33_6_155_95_3	-	-	-	0_4_6_5_7_10_39_93_415_4	-	-	-	-
NZ_LT703506.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium chimaera	linear	-	-	-	-	No	324321	-	-	3305	-	-	-	-	0_4_5_3_10_16_18_18_145_3	-	-	-	-
NZ_LT703507.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium chimaera	linear	MOBF	-	-	-	No	97266	PTU-Cor5	II	1358	1_5_0_4_4_6_2_0_67_83_337_0	1_5_0_4_4_6_2_0_67_83_337_0	1_5_0_4_4_6_2_0_67_83_337_0	PTU-Cor5	0_5_1_11_2_27_0_138_701_1	0_5_1_11_2_27_0_138_701_1	0_5_1_11_2_27_0_138_701_1	PTU-Cor5	II
NZ_LT703508.1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium chimaera	linear	MOBF	-	-	-	No	21123	-	-	3306	-	-	-	-	0_5_1_11_11_13_48_19_117_17	-	-	-	-
